Site,Color_morph,Limb,Mass,Diameter,Height,SVL,Tail,Perch_type
N,Green,14.8,7.41,10,113,72.2,60.5,Tree
N,Brown,15.7,7.36,24,116,69.5,56.4,Tree
O,Green,16.7,8.61,2,230,76.4,84.9,Other
O,Green,16.2,8.19,10,221,74.3,73.1,Tree
O,Blue,13.2,7.7,32,211,61.3,64.7,Tree
O,Brown,13.2,6.99,27,200,65.5,59.6,Other
O,Green,15.4,7.94,11,215,74,64.4,Shrub
O,Blue,16.7,8.64,40,212,74.8,70.6,Tree
O,Green,15.2,8.15,5,208,71.9,84.5,Tree
O,Blue,16.1,8.84,32,217,77.4,74.3,Tree
O,Blue,18.7,9.33,43,230,84.5,88.9,Tree
O,Green,16,6.86,5,222,70.2,56.3,Tree
O,Blue,15.3,7.94,41,202,74.2,52.8,Tree
O,Brown,14.7,7.73,18,216,64.2,63,Tree
O,Brown,14.8,8.02,23,220,71.2,57.2,Tree
O,Blue,13.9,9.35,27,203,67.8,77.8,Shrub
O,Blue,15.5,7.23,31,218,67.9,56.2,Shrub
O,Brown,14.8,7.34,22,213,69.3,64.2,Tree
O,Brown,15.4,6.4,24,224,72.8,36.9,Tree
O,Brown,16.4,9.63,24,217,74.3,65.7,Tree
O,Brown,15,7.71,28,203,73.3,67.3,Tree
O,Blue,16.1,8.5,36,221,79.3,73.8,Tree
O,Brown,13.7,8.18,18,206,67.3,64.8,Building
O,Brown,16.4,7.42,26,212,75.8,64.4,Shrub
O,Green,13.6,6.5,13,198,62.2,51.5,Tree
O,Brown,13,7.31,16,215,65.1,66,Tree
O,Blue,14.6,8.05,41,217,71.7,63.4,Other
O,Green,15,7.41,15,218,69,58.8,Other
O,Blue,15.1,7.36,34,210,75,62.2,Other
O,Brown,16,7.36,22,215,72.6,59.2,Building
O,Blue,14.2,7.29,36,201,65.6,53.1,Building
O,Blue,14,8.17,30,199,67.1,70.7,Tree
O,Brown,17.3,8.04,23,223,80.2,56.6,Other
O,Green,13.9,7.06,6,215,69.6,58.5,Tree
P,Green,12.4,6.52,14,210,56.6,58.9,Shrub
P,Blue,13.7,8.36,30,218,64.4,77.2,Tree
P,Green,12.1,6.86,19,200,59.5,57.8,Tree
P,Brown,12.7,6.97,17,216,58.4,65.1,Tree
P,Green,13.3,6.93,10,201,59.1,59,Tree
P,Blue,15.4,9.74,41,221,76.3,95.7,Tree
P,Blue,13.1,7.54,32,222,62.4,57.3,Tree
P,Brown,14.2,7.87,20,225,68.3,71.8,Tree
P,Blue,13.3,5.75,38,211,58.1,39.2,Tree
P,Brown,13.6,7.01,24,214,60.3,64,Tree
P,Green,14,7.32,5,215,62.3,68.6,Building
P,Brown,14.9,7.47,30,229,66.5,73.4,Building
P,Blue,13.2,6.58,25,212,61.3,56.7,Tree
P,Green,11.6,5.29,12,205,56.1,30.9,Tree
P,Blue,12.4,6.74,31,211,60.6,60.6,Tree
P,Blue,12,8.23,30,202,56.5,52.4,Tree
P,Blue,12.7,5.91,28,204,59.2,40.2,Tree
P,Green,15.2,7.58,10,228,68.4,73.2,Tree
P,Green,13.3,7.55,2,225,63.8,72.2,Shrub
P,Brown,15.4,7.95,23,227,72.9,73.1,Other
P,Blue,14.1,8.23,35,208,61.2,78.2,Other
P,Brown,13.2,8.05,25,203,60.1,75.9,Tree
P,Blue,15.2,6.88,34,230,70.2,57.9,Tree
P,Blue,15.7,8.12,34,223,71.7,71.5,Tree
P,Brown,14.4,7.37,19,227,67.5,70.6,Tree
P,Blue,14.9,7.66,34,220,69.9,64.1,Shrub
P,Green,14.8,6.78,19,226,67,49.4,Shrub
P,Green,14,7.56,7,219,59.9,63.3,Other
P,Blue,13.1,6.64,32,229,60.6,50,Tree
P,Blue,13.4,6.99,37,209,58.1,67.7,Tree
P,Brown,12.8,7.75,25,214,63.7,62.8,Tree
P,Brown,15.4,9.58,29,216,70.4,81.6,Tree
P,Green,13.2,6.73,3,210,62,60.3,Other
P,Green,15.3,7.67,14,213,71.2,59.6,Tree
P,Brown,10.4,5.92,24,200,52,38.2,Tree
P,Blue,11.6,5.98,26,200,50.2,42.5,Tree
P,Brown,11.7,6.78,30,208,56.2,55.1,Tree
P,Brown,14.1,8.2,20,226,67.2,69.2,Tree
P,Green,13.5,7.39,6,218,65.7,62.5,Other
P,Brown,12.9,7.25,27,211,60.9,72.3,Shrub
P,Blue,13.6,7.1,40,230,60.3,59.3,Tree
P,Blue,13.1,5.23,28,203,61.6,36.9,Tree
Q,Brown,14.5,6.26,22,193,62.7,43.5,Shrub
Q,Blue,13.4,6.92,35,192,65,57.9,Tree
Q,Brown,15,8.22,26,205,68.3,66,Tree
Q,Blue,14.6,8.23,36,209,68.2,78.7,Tree
Q,Green,15.8,7.84,6,205,71.3,57.6,Tree
Q,Blue,12.8,6.29,32,197,63.7,51.2,Tree
Q,Green,14.2,7.87,13,206,66.2,53.6,Building
Q,Green,13.4,6.99,12,176,66,46.9,Tree
Q,Brown,14.3,7.28,25,190,65.2,61.6,Building
Q,Blue,14.1,8.25,35,194,61.8,61.7,Shrub
Q,Green,14.5,6.71,8,202,64.7,53.4,Shrub
Q,Blue,14.4,7.05,38,193,66,56.3,Shrub
Q,Brown,13.2,7.49,15,195,65.3,64.3,Tree
Q,Green,14.5,8.1,8,194,66.6,66.9,Building
Q,Blue,13.6,6.96,35,185,64.3,54.2,Tree
Q,Brown,15.7,7.77,22,199,70.9,68,Tree
Q,Blue,14.5,7.85,34,210,68.4,67.6,Other
Q,Blue,14.9,8.62,43,193,68.5,70.3,Tree
Q,Blue,14,6.56,34,193,63.5,56.4,Tree
Q,Green,14.5,7.29,11,193,63.2,66.4,Shrub
Q,Blue,14.7,7.74,28,196,69.2,46.6,Tree
Q,Blue,14.9,7.48,34,205,70.1,67.3,Other
Q,Blue,13.8,7.37,35,198,67.9,67,Building
Q,Blue,15.1,7.41,36,196,68,63.5,Tree
Q,Brown,14.6,6.94,20,192,65.1,59.9,Tree
Q,Blue,14.8,7.3,38,191,67.9,59.7,Other
Q,Brown,12.5,6.78,25,182,62.3,58.2,Tree
Q,Blue,14.5,7.6,32,202,71,63.9,Tree
Q,Blue,13.5,8.29,28,189,66.6,75.4,Tree
Q,Green,13.8,6.62,20,190,66.1,46.3,Building
Q,Green,14.5,6.83,9,197,67.6,55.5,Tree
Q,Green,14.8,7.56,11,209,66.5,69.3,Other
Q,Brown,14.6,7.62,25,190,68.9,70.1,Tree
Q,Green,14.6,8.52,14,192,64.4,74.2,Tree
Q,Brown,12.4,6.88,27,175,57.8,56.7,Tree
Q,Brown,13.9,8.26,28,193,69.1,66.4,Building
Q,Green,13.7,8.26,11,193,62.2,68.2,Tree
Q,Green,15.4,7.91,14,205,68,69.8,Tree
Q,Blue,14.8,6.94,32,201,67.2,62,Tree
Q,Green,14.3,8.22,11,201,69.2,58.9,Tree
Q,Brown,14.4,7.94,31,197,70,76.8,Tree
Q,Blue,14.1,7.13,44,189,61.4,65.4,Tree
Q,Green,15.9,7.97,2,205,73.2,71.8,Other
Q,Brown,12.1,7.4,25,194,59.7,66.8,Tree
Q,Green,13.9,8.32,9,194,68.7,73.2,Tree
R,Brown,15,8.62,26,216,67.9,67.6,Tree
R,Brown,16,7.73,32,238,71.7,67.5,Tree
R,Brown,15.2,9.33,33,214,74.3,55.3,Tree
R,Brown,15.1,7.64,22,230,68,72.4,Shrub
R,Blue,16.5,7.92,38,233,73.4,79.2,Tree
R,Blue,13.8,7.32,36,211,64.6,52.5,Tree
R,Brown,14.7,8.44,25,206,64.1,77.7,Tree
R,Blue,14.9,7.05,41,224,66.2,64.2,Building
R,Brown,15.1,8.17,29,208,71.5,56.9,Building
R,Green,15,7.12,11,215,69.6,63.2,Tree
R,Green,14.7,7.25,8,222,73.4,60.6,Other
R,Brown,16.4,8.12,27,237,75.8,46.4,Tree
R,Green,16.4,9.03,9,228,78.1,81.7,Shrub
R,Blue,15.5,8.97,34,229,71.4,82.6,Other
R,Brown,17.1,8.89,32,225,75.8,77.9,Shrub
R,Brown,14,6.66,28,223,65.5,57.2,Tree
R,Brown,14.7,8.21,18,206,70.7,79.3,Building
R,Brown,17.1,8.3,23,217,78.5,50.3,Building
R,Brown,14.1,6.8,18,210,67.6,58,Tree
R,Green,17.1,8.83,6,231,80,71.1,Tree
R,Blue,15,6.41,31,227,67.7,52.8,Shrub
R,Green,15.6,7.09,2,231,73.5,51.2,Tree
R,Brown,17.4,7.68,29,225,77.5,63.7,Shrub
R,Brown,15.8,7.9,18,234,69.3,67.4,Tree
R,Blue,14.1,8.08,33,212,68,81.1,Tree
R,Blue,15.1,8.27,38,226,75.3,73.9,Other
R,Blue,14.2,8.71,29,220,70.6,80.2,Tree
S,Brown,12.4,6.46,21,104,57.2,53.3,Tree
S,Green,11.5,6.76,16,96,50.7,62.3,Tree
S,Green,15,7.54,12,105,69,71.2,Tree
S,Green,11.9,5.66,9,91,54,41.4,Tree
S,Green,11.6,6.15,11,90,58.1,48.8,Building
S,Blue,11.5,5.74,32,100,52.9,38.2,Tree
S,Blue,9.8,5.82,36,82,45.6,54.7,Tree
S,Green,12.5,5.78,16,99,57.5,46.6,Tree
S,Green,11.9,6.86,17,91,58.6,59.2,Tree
S,Brown,11.8,6.53,22,104,58.7,50.1,Other
S,Blue,12,6.98,20,92,53.1,47.4,Tree
S,Green,12.2,5.77,16,90,53.1,40.4,Tree
S,Blue,12.5,6.94,35,105,56.4,54.2,Tree
S,Green,11.2,7.34,16,90,48.8,51.9,Tree
S,Green,11.3,7.91,17,84,50,43.8,Building
S,Blue,11.1,6.57,31,82,52.9,50.6,Building
S,Blue,11.8,8.09,21,91,56.4,73.4,Building
S,Blue,10.3,5.97,29,83,48.1,42.4,Shrub
S,Brown,10.7,5.8,17,86,51.9,47.3,Tree
S,Blue,11.7,6.35,34,102,52.3,50.5,Shrub
S,Green,11.7,6.3,9,86,52.3,57.6,Tree
S,Blue,13.4,7.2,27,93,58.2,69.7,Shrub
S,Brown,11.5,6.47,21,89,56.6,65.7,Tree
S,Blue,11.5,6.29,23,95,52.6,52.9,Other
S,Blue,10.1,6.94,23,86,49.7,66.5,Other
S,Green,13.4,7.44,11,94,61.5,71.9,Shrub
S,Blue,14.8,6.19,41,115,65.5,38.3,Other
S,Green,15.4,8.28,6,108,68.2,61.6,Building
S,Brown,12.9,7.98,27,103,56.6,73.8,Tree
